op,qubits,params,label
ryy,3;4,-0.1,
ryy,5;6,-0.1,
ryy,2;3,-0.1,
ryy,4;5,-0.1,
ryy,1;6,-0.1,
barrier,,,SAMPLE_OBSERVABLES
rz,1,-0.05,
rz,2,-0.05,
rz,3,-0.05,
rz,4,-0.05,
rz,5,-0.05,
rz,6,-0.05,
rzz,1;2,-0.1,
rzz,3;4,-0.1,
rzz,5;6,-0.1,
rzz,2;3,-0.1,
rzz,4;5,-0.1,
rzz,1;6,-0.1,
rxx,1;2,-0.1,
rxx,3;4,-0.1,
rxx,5;6,-0.1,
rxx,2;3,-0.1,
rxx,4;5,-0.1,
rxx,1;6,-0.1,
ryy,1;2,-0.1,
ryy,3;4,-0.1,
ryy,5;6,-0.1,
ryy,2;3,-0.1,
ryy,4;5,-0.1,
ryy,1;6,-0.1,
barrier,,,SAMPLE_OBSERVABLES
rz,1,-0.05,
rz,2,-0.05,
rz,3,-0.05,
rz,4,-0.05,
rz,5,-0.05,
rz,6,-0.05,
rzz,1;2,-0.1,
rzz,3;4,-0.1,
rzz,5;6,-0.1,
rzz,2;3,-0.1,
rzz,4;5,-0.1,
rzz,1;6,-0.1,
rxx,1;2,-0.1,
rxx,3;4,-0.1,
rxx,5;6,-0.1,
rxx,2;3,-0.1,
rxx,4;5,-0.1,
rxx,1;6,-0.1,
ryy,1;2,-0.1,
ryy,3;4,-0.1,
ryy,5;6,-0.1,
ryy,2;3,-0.1,
ryy,4;5,-0.1,
ryy,1;6,-0.1,
barrier,,,SAMPLE_OBSERVABLES
rz,1,-0.05,
rz,2,-0.05,
rz,3,-0.05,
rz,4,-0.05,
rz,5,-0.05,
rz,6,-0.05,
rzz,1;2,-0.1,
rzz,3;4,-0.1,
rzz,5;6,-0.1,
rzz,2;3,-0.1,
rzz,4;5,-0.1,
rzz,1;6,-0.1,
rxx,1;2,-0.1,
rxx,3;4,-0.1,
rxx,5;6,-0.1,
rxx,2;3,-0.1,
rxx,4;5,-0.1,
rxx,1;6,-0.1,
ryy,1;2,-0.1,
ryy,3;4,-0.1,
ryy,5;6,-0.1,
ryy,2;3,-0.1,
ryy,4;5,-0.1,
ryy,1;6,-0.1,
barrier,,,SAMPLE_OBSERVABLES
rz,1,-0.05,
rz,2,-0.05,
rz,3,-0.05,
rz,4,-0.05,
rz,5,-0.05,
rz,6,-0.05,
rzz,1;2,-0.1,
rzz,3;4,-0.1,
rzz,5;6,-0.1,
rzz,2;3,-0.1,
rzz,4;5,-0.1,
rzz,1;6,-0.1,
rxx,1;2,-0.1,
rxx,3;4,-0.1,
rxx,5;6,-0.1,
rxx,2;3,-0.1,
rxx,4;5,-0.1,
rxx,1;6,-0.1,
ryy,1;2,-0.1,
ryy,3;4,-0.1,
ryy,5;6,-0.1,
ryy,2;3,-0.1,
ryy,4;5,-0.1,
ryy,1;6,-0.1,
barrier,,,SAMPLE_OBSERVABLES
rz,1,-0.05,
rz,2,-0.05,
rz,3,-0.05,
rz,4,-0.05,
rz,5,-0.05,
rz,6,-0.05,
rzz,1;2,-0.1,
rzz,3;4,-0.1,
rzz,5;6,-0.1,
rzz,2;3,-0.1,
rzz,4;5,-0.1,
rzz,1;6,-0.1,
rxx,1;2,-0.1,
rxx,3;4,-0.1,
rxx,5;6,-0.1,
rxx,2;3,-0.1,
rxx,4;5,-0.1,
rxx,1;6,-0.1,
ryy,1;2,-0.1,
ryy,3;4,-0.1,
ryy,5;6,-0.1,
ryy,2;3,-0.1,
ryy,4;5,-0.1,
ryy,1;6,-0.1,
barrier,,,SAMPLE_OBSERVABLES
rz,1,-0.05,
rz,2,-0.05,
rz,3,-0.05,
rz,4,-0.05,
rz,5,-0.05,
rz,6,-0.05,
rzz,1;2,-0.1,
rzz,3;4,-0.1,
rzz,5;6,-0.1,
rzz,2;3,-0.1,
rzz,4;5,-0.1,
rzz,1;6,-0.1,
rxx,1;2,-0.1,
rxx,3;4,-0.1,
rxx,5;6,-0.1,
rxx,2;3,-0.1,
rxx,4;5,-0.1,
rxx,1;6,-0.1,
ryy,1;2,-0.1,
ryy,3;4,-0.1,
ryy,5;6,-0.1,
ryy,2;3,-0.1,
ryy,4;5,-0.1,
ryy,1;6,-0.1,
barrier,,,SAMPLE_OBSERVABLES
rz,1,-0.05,
rz,2,-0.05,
rz,3,-0.05,
rz,4,-0.05,
rz,5,-0.05,
rz,6,-0.05,
rzz,1;2,-0.1,
rzz,3;4,-0.1,
rzz,5;6,-0.1,
rzz,2;3,-0.1,
rzz,4;5,-0.1,
rzz,1;6,-0.1,
rxx,1;2,-0.1,
rxx,3;4,-0.1,
rxx,5;6,-0.1,
rxx,2;3,-0.1,
rxx,4;5,-0.1,
rxx,1;6,-0.1,
ryy,1;2,-0.1,
ryy,3;4,-0.1,
ryy,5;6,-0.1,
ryy,2;3,-0.1,
ryy,4;5,-0.1,
ryy,1;6,-0.1,
barrier,,,SAMPLE_OBSERVABLES
rz,1,-0.05,
rz,2,-0.05,
rz,3,-0.05,
rz,4,-0.05,
rz,5,-0.05,
rz,6,-0.05,
rzz,1;2,-0.1,
rzz,3;4,-0.1,
rzz,5;6,-0.1,
rzz,2;3,-0.1,
rzz,4;5,-0.1,
rzz,1;6,-0.1,
rxx,1;2,-0.1,
rxx,3;4,-0.1,
rxx,5;6,-0.1,
rxx,2;3,-0.1,
rxx,4;5,-0.1,
rxx,1;6,-0.1,
ryy,1;2,-0.1,
ryy,3;4,-0.1,
ryy,5;6,-0.1,
ryy,2;3,-0.1,
ryy,4;5,-0.1,
ryy,1;6,-0.1,
barrier,,,SAMPLE_OBSERVABLES
rz,1,-0.05,
rz,2,-0.05,
rz,3,-0.05,
rz,4,-0.05,
rz,5,-0.05,
rz,6,-0.05,
rzz,1;2,-0.1,
rzz,3;4,-0.1,
rzz,5;6,-0.1,
rzz,2;3,-0.1,
rzz,4;5,-0.1,
rzz,1;6,-0.1,
rxx,1;2,-0.1,
rxx,3;4,-0.1,
rxx,5;6,-0.1,
rxx,2;3,-0.1,
rxx,4;5,-0.1,
rxx,1;6,-0.1,
ryy,1;2,-0.1,
ryy,3;4,-0.1,
ryy,5;6,-0.1,
ryy,2;3,-0.1,
ryy,4;5,-0.1,
ryy,1;6,-0.1,
barrier,,,SAMPLE_OBSERVABLES
rz,1,-0.05,
rz,2,-0.05,
rz,3,-0.05,
rz,4,-0.05,
rz,5,-0.05,
rz,6,-0.05,
rzz,1;2,-0.1,
rzz,3;4,-0.1,
rzz,5;6,-0.1,
rzz,2;3,-0.1,
rzz,4;5,-0.1,
rzz,1;6,-0.1,
rxx,1;2,-0.1,
rxx,3;4,-0.1,
rxx,5;6,-0.1,
rxx,2;3,-0.1,
rxx,4;5,-0.1,
rxx,1;6,-0.1,
ryy,1;2,-0.1,
ryy,3;4,-0.1,
ryy,5;6,-0.1,
ryy,2;3,-0.1,
ryy,4;5,-0.1,
ryy,1;6,-0.1,
barrier,,,SAMPLE_OBSERVABLES
rz,1,-0.05,
rz,2,-0.05,
rz,3,-0.05,
rz,4,-0.05,
rz,5,-0.05,
rz,6,-0.05,
rzz,1;2,-0.1,
rzz,3;4,-0.1,
rzz,5;6,-0.1,
rzz,2;3,-0.1,
rzz,4;5,-0.1,
rzz,1;6,-0.1,
rxx,1;2,-0.1,
rxx,3;4,-0.1,
rxx,5;6,-0.1,
rxx,2;3,-0.1,
rxx,4;5,-0.1,
rxx,1;6,-0.1,
ryy,1;2,-0.1,
ryy,3;4,-0.1,
ryy,5;6,-0.1,
ryy,2;3,-0.1,
ryy,4;5,-0.1,
ryy,1;6,-0.1,
barrier,,,SAMPLE_OBSERVABLES
rz,1,-0.05,
rz,2,-0.05,
rz,3,-0.05,
rz,4,-0.05,
rz,5,-0.05,
rz,6,-0.05,
rzz,1;2,-0.1,
rzz,3;4,-0.1,
rzz,5;6,-0.1,
rzz,2;3,-0.1,
rzz,4;5,-0.1,
rzz,1;6,-0.1,
rxx,1;2,-0.1,
rxx,3;4,-0.1,
rxx,5;6,-0.1,
rxx,2;3,-0.1,
rxx,4;5,-0.1,
rxx,1;6,-0.1,
ryy,1;2,-0.1,
ryy,3;4,-0.1,
ryy,5;6,-0.1,
ryy,2;3,-0.1,
ryy,4;5,-0.1,
ryy,1;6,-0.1,
barrier,,,SAMPLE_OBSERVABLES
rz,1,-0.05,
rz,2,-0.05,
rz,3,-0.05,
rz,4,-0.05,
rz,5,-0.05,
rz,6,-0.05,
rzz,1;2,-0.1,
rzz,3;4,-0.1,
rzz,5;6,-0.1,
rzz,2;3,-0.1,
rzz,4;5,-0.1,
rzz,1;6,-0.1,
rxx,1;2,-0.1,
rxx,3;4,-0.1,
rxx,5;6,-0.1,
rxx,2;3,-0.1,
rxx,4;5,-0.1,
rxx,1;6,-0.1,
ryy,1;2,-0.1,
ryy,3;4,-0.1,
ryy,5;6,-0.1,
ryy,2;3,-0.1,
ryy,4;5,-0.1,
ryy,1;6,-0.1,
barrier,,,SAMPLE_OBSERVABLES
rz,1,-0.05,
rz,2,-0.05,
rz,3,-0.05,
rz,4,-0.05,
rz,5,-0.05,
rz,6,-0.05,
rzz,1;2,-0.1,
rzz,3;4,-0.1,
rzz,5;6,-0.1,
rzz,2;3,-0.1,
rzz,4;5,-0.1,
rzz,1;6,-0.1,
rxx,1;2,-0.1,
rxx,3;4,-0.1,
rxx,5;6,-0.1,
rxx,2;3,-0.1,
rxx,4;5,-0.1,
rxx,1;6,-0.1,
ryy,1;2,-0.1,
ryy,3;4,-0.1,
ryy,5;6,-0.1,
ryy,2;3,-0.1,
ryy,4;5,-0.1,
ryy,1;6,-0.1,
barrier,,,SAMPLE_OBSERVABLES
